UFID|UF_SECURITY_FLG|UF_PROTECT_FLG|UF_PUBLISH_FLG
87996670|N|N|Y
87996681|N|N|Y
87996693|N|N|Y
87996721|N|N|N
87996770|N|N|Y
87996800|N|N|N
87996801|N|N|Y
87996873|N|N|Y
87996897|N|N|Y
87996918|N|N|Y
87996926|N|N|Y
87996968|N|N|Y
87996993|N|N|Y
87996995|N|N|Y
87997096|N|N|Y
87997117|N|N|Y
87997141|N|N|N
87997170|N|N|Y
87997171|N|N|N
87997206|N|N|Y
87997261|N|N|Y
87997350|N|N|Y
87997438|N|N|Y
87997464|N|N|Y
87997513|N|N|Y
87997557|N|N|Y
87997560|N|N|N
87997561|N|N|N
87997571|N|N|Y
87997620|N|N|N
87997760|N|N|N
87997876|N|N|N
87997910|N|N|Y
87997949|N|N|Y
87997959|N|N|N
87997979|N|N|N
87997981|N|N|N
87997992|N|N|Y
87998083|N|N|Y
87998106|N|N|Y
87998108|N|N|Y
87998115|N|N|Y
87998130|N|N|Y
87998157|N|N|Y
87998240|N|N|N
87998249|N|N|Y
87998290|N|N|N
87998309|N|N|Y
87998329|N|N|Y
87998359|N|N|Y
87998401|N|N|N
87998438|N|N|Y
87998440|N|N|N
87998458|N|N|Y
87998506|N|N|Y
87998520|N|N|Y
87998521|N|N|Y
87998540|N|N|Y
87998549|N|N|Y
87998597|N|N|Y
87998692|N|N|Y
87998698|N|N|Y
87998720|N|N|N
87998748|N|N|Y
87998749|N|N|N
87998821|N|N|N
87998849|N|N|N
87998910|N|N|Y
87998929|N|N|Y
87998951|N|N|Y
87999040|N|N|N
87999053|N|N|Y
87999061|N|N|Y
87999219|N|N|Y
87999241|N|N|N
87999249|N|N|Y
87999328|N|N|Y
87999350|N|N|N
87999435|N|N|Y
87999439|N|N|Y
87999444|N|N|Y
87999602|N|N|Y
87999640|N|N|N
87999661|N|N|N
87999663|N|N|Y
87999684|N|N|Y
87999849|N|N|Y
87999870|N|N|N
87999895|N|N|Y
87999921|N|N|N
87999930|N|N|Y
87999937|N|N|Y
87999971|N|N|Y
88000050|N|N|N
88000081|N|N|N
88000140|N|N|N
88000143|N|N|Y
88000178|N|N|Y
88000200|N|N|N
88000310|N|N|Y
88000327|N|N|N
88000340|N|N|N
88000420|N|N|N
88000501|N|N|N
88000560|N|N|N
88000684|N|N|Y
88000760|N|N|N
88000921|N|N|N
88001063|N|N|Y
88001139|N|N|N
88001150|N|N|N
88001225|N|N|Y
88001341|N|N|N
88001609|N|N|Y
88001664|N|N|Y
88001690|N|N|Y
88001761|N|N|N
88001766|N|N|Y
88001900|N|N|Y
88001905|N|N|N
88002080|N|N|Y
88002181|N|N|N
88002280|N|N|Y
88002307|N|N|Y
88002407|N|N|Y
88002470|N|N|Y
88002519|N|N|N
88002598|N|N|Y
88002601|N|N|N
88002848|N|N|Y
88002960|N|N|Y
88003000|N|N|N
88003021|N|N|N
88003150|N|N|Y
88003166|N|N|Y
88003179|N|N|N
88003260|N|N|Y
88003300|N|N|N
88003340|N|N|N
88003389|N|N|Y
88003441|N|N|N
88003483|N|N|N
88003640|N|N|N
88003673|N|N|Y
88003730|N|N|N
88003816|N|N|N
88003861|N|N|N
88003893|N|N|Y
88003930|N|N|Y
88003971|N|N|Y
88004110|N|N|N
88004281|N|N|N
88004350|N|N|N
88004471|N|N|Y
88004636|N|N|Y
88004650|N|N|N
88004660|N|N|N
88004701|N|N|N
88004885|N|N|Y
88005012|N|N|Y
88005021|N|N|Y
88005030|N|N|N
88005061|N|N|N
88005121|N|N|N
88005130|N|N|N
88005172|N|N|Y
88005200|N|N|N
88005300|N|N|N
88005370|N|N|N
88005379|N|N|Y
88005390|N|N|Y
88005440|N|N|N
88005541|N|N|N
88005553|N|N|Y
88005569|N|N|Y
88005630|N|N|N
88005660|N|N|N
88005740|N|N|N
88005870|N|N|N
88005913|N|N|Y
88005961|N|N|N
88006094|N|N|Y
88006100|N|N|N
88006122|N|N|Y
88006196|N|N|Y
88006353|N|N|N
88006359|N|N|N
88006381|N|N|N
88006421|N|N|Y
88006509|N|N|Y
88006635|N|N|Y
88006639|N|N|N
88006669|N|N|Y
88006801|N|N|N
88006840|N|N|Y
88006865|N|N|Y
88007176|N|N|Y
88007221|N|N|N
88007608|N|N|Y
88007620|N|N|N
88007641|N|N|N
88007717|N|N|Y
88008020|N|N|N
88008061|N|N|N
88008090|N|N|Y
88008120|N|N|N
88008217|N|N|N
88008258|N|N|Y
88008351|N|N|Y
88008352|N|N|Y
88008360|N|N|N
88008370|N|N|N
88008481|N|N|N
88008799|N|N|Y
88008810|N|N|Y
88008860|N|N|N
88008901|N|N|N
88008912|N|N|Y
88008929|N|N|Y
88008951|N|N|Y
88009000|N|N|N
88009022|N|N|Y
88009094|N|N|Y
88009205|N|N|Y
88009321|N|N|N
88009340|N|N|Y
88009678|N|N|Y
88009741|N|N|N
88009776|N|N|Y
88009795|N|N|N
88009837|N|N|Y
88009850|N|N|N
88009881|N|N|Y
88010109|N|N|Y
88010123|N|N|Y
88010134|N|N|Y
88010161|N|N|N
88010194|N|N|Y
88010422|N|N|Y
88010493|N|N|Y
88010580|N|N|Y
88010581|N|N|N
88010647|N|N|Y
88010700|N|N|N
88010760|N|N|N
88010859|N|N|Y
88010893|N|N|Y
88010949|N|N|Y
88010963|N|N|Y
88011001|N|N|N
88011031|N|N|Y
88011049|N|N|Y
88011083|N|N|Y
88011098|N|N|Y
88011100|N|N|Y
88011113|N|N|Y
88011137|N|N|Y
88011181|N|N|Y
88011188|N|N|Y
88011194|N|N|Y
88011323|N|N|Y
88011333|N|N|Y
88011373|N|N|N
88011395|N|N|Y
88011409|N|N|N
88011421|N|N|N
88011430|N|N|N
88011441|N|N|Y
88011446|N|N|Y
88011480|N|N|N
88011504|N|N|Y
88011506|N|N|Y
88011550|N|N|N
88011567|N|N|Y
88011620|N|N|N
88011661|N|N|Y
88011683|N|N|Y
88011715|N|N|Y
88011740|N|N|N
88011777|N|N|Y
88011838|N|N|Y
88011841|N|N|N
88011863|N|N|Y
88011876|N|N|Y
88011886|N|N|Y
88011961|N|N|Y
88011972|N|N|Y
88012045|N|N|Y
88012066|N|N|Y
88012101|N|N|Y
88012110|N|N|Y
88012121|N|N|Y
88012140|N|N|Y
88012167|N|N|Y
88012230|N|N|N
88012261|N|N|N
88012322|N|N|Y
88012358|N|N|Y
88012510|N|N|N
88012586|N|N|Y
88012681|N|N|N
88012700|N|N|N
88012809|N|N|Y
88012870|N|N|Y
88012874|N|N|Y
88012940|N|N|N
88012951|N|N|N
88013090|N|N|N
88013101|N|N|N
88013107|N|N|Y
88013110|N|N|N
88013118|N|N|Y
88013127|N|N|Y
88013153|N|N|Y
88013156|N|N|Y
88013180|N|N|Y
88013188|N|N|Y
88013191|N|N|Y
88013197|N|N|Y
88013198|N|N|Y
88013300|N|N|Y
88013363|N|N|Y
88013449|N|N|Y
88013521|N|N|N
88013551|N|N|Y
88013552|N|N|Y
88013590|N|N|N
88013591|N|N|Y
88013612|N|N|Y
88013660|N|N|Y
88013668|N|N|Y
88013671|N|N|Y
88013673|N|N|Y
88013709|N|N|Y
88013779|N|N|Y
88013790|N|N|N
88013890|N|N|N
88013941|N|N|N
88013949|N|N|Y
88014209|N|N|Y
88014295|N|N|Y
88014318|N|N|Y
88014361|N|N|N
88014380|N|N|Y
88014391|N|N|N
88014398|N|N|Y
88014430|N|N|N
88014511|N|N|Y
88014529|N|N|N
88014570|N|N|N
88014610|N|N|N
88014620|N|N|Y
88014750|N|N|Y
88014770|N|N|N
88014781|N|N|N
88014904|N|N|Y
88015014|N|N|Y
88015038|N|N|Y
88015120|N|N|N
88015181|N|N|Y
88015182|N|N|Y
88015201|N|N|N
88015290|N|N|Y
88015291|N|N|Y
88015310|N|N|Y
88015353|N|N|Y
88015370|N|N|N
88015376|N|N|Y
88015459|N|N|Y
88015500|N|N|Y
88015530|N|N|N
88015575|N|N|Y
88015580|N|N|Y
88015595|N|N|Y
88015621|N|N|N
88015701|N|N|Y
88015760|N|N|Y
88015781|N|N|Y
88015791|N|N|Y
88015819|N|N|Y
88015832|N|N|Y
88015881|N|N|Y
88015971|N|N|Y
88015980|N|N|Y
88015985|N|N|Y
88016041|N|N|N
88016090|N|N|N
88016107|N|N|N
88016159|N|N|Y
88016177|N|N|Y
88016194|N|N|Y
88016305|N|N|Y
88016363|N|N|Y
88016365|N|N|N
88016373|N|N|Y
88016439|N|N|Y
88016461|N|N|N
88016481|N|N|Y
88016524|N|N|Y
88016570|N|N|N
88016596|N|N|Y
88016660|N|N|Y
88016841|N|N|Y
88016881|N|N|N
88016914|N|N|Y
88017035|N|N|Y
88017082|N|N|Y
88017118|N|N|Y
88017119|N|N|Y
88017195|N|N|Y
88017231|N|N|Y
88017267|N|N|Y
88017301|N|N|N
88017357|N|N|Y
88017410|N|N|N
88017450|N|N|Y
88017455|N|N|Y
88017480|N|N|Y
88017521|N|N|Y
88017600|N|N|N
88017639|N|N|Y
88017685|N|N|N
88017689|N|N|Y
88017721|N|N|N
88017781|N|N|N
88017801|N|N|Y
88017821|N|N|Y
88017919|N|N|Y
88017950|N|N|N
88017985|N|N|Y
88017996|N|N|Y
88018008|N|N|Y
88018010|N|N|Y
88018070|N|N|N
88018081|N|N|Y
88018100|N|N|N
88018141|N|N|N
88018161|N|N|N
88018177|N|N|Y
88018190|N|N|N
88018250|N|N|N
88018280|N|N|N
88018282|N|N|Y
88018345|N|N|Y
88018537|N|N|Y
88018561|N|N|N
88018580|N|N|N
88018621|N|N|Y
88018645|N|N|Y
88018753|N|N|Y
88018779|N|N|Y
88018800|N|N|N
88018861|N|N|Y
88018918|N|N|Y
88018920|N|N|Y
88018926|N|N|Y
88018954|N|N|Y
88018981|N|N|N
88018993|N|N|Y
88018995|N|N|Y
88019078|N|N|Y
88019090|N|N|N
88019100|N|N|N
88019101|N|N|Y
88019103|N|N|Y
88019105|N|N|Y
88019121|N|N|Y
88019173|N|N|N
88019182|N|N|N
88019263|N|N|N
88019289|N|N|Y
88019346|N|N|Y
88019367|N|N|Y
88019380|N|N|N
88019390|N|N|Y
88019401|N|N|N
88019416|N|N|Y
88019442|N|N|Y
88019496|N|N|Y
88019510|N|N|N
88019521|N|N|Y
88019550|N|N|Y
88019581|N|N|N
88019601|N|N|Y
88019618|N|N|Y
88019619|N|N|Y
88019686|N|N|N
88019770|N|N|N
88019818|N|N|Y
88019821|N|N|N
88019841|N|N|N
88019891|N|N|Y
88019893|N|N|Y
88019910|N|N|N
88020040|N|N|N
88020070|N|N|Y
88020160|N|N|Y
88020180|N|N|N
88020239|N|N|Y
88020241|N|N|N
88020610|N|N|Y
88020661|N|N|N
88020670|N|N|N
88020701|N|N|Y
88020765|N|N|Y
88020800|N|N|N
88020841|N|N|N
88020850|N|N|N
88020910|N|N|N
88020920|N|N|N
88020982|N|N|Y
88021050|N|N|N
88021071|N|N|Y
88021081|N|N|N
88021101|N|N|N
88021151|N|N|Y
88021162|N|N|Y
88021242|N|N|Y
88021254|N|N|Y
88021310|N|N|N
88021317|N|N|Y
88021321|N|N|Y
88021369|N|N|N
88021501|N|N|N
88021504|N|N|Y
88021577|N|N|Y
88021610|N|N|Y
88021646|N|N|Y
88021676|N|N|Y
88021720|N|N|Y
88021725|N|N|Y
88021731|N|N|Y
88021783|N|N|Y
88021833|N|N|Y
88021868|N|N|Y
88021909|N|N|Y
88021921|N|N|N
88021984|N|N|Y
88022113|N|N|Y
88022159|N|N|Y
88022240|N|N|N
88022324|N|N|Y
88022341|N|N|N
88022360|N|N|N
88022419|N|N|N
88022468|N|N|Y
88022517|N|N|N
88022761|N|N|N
88022865|N|N|Y
88022951|N|N|N
88022960|N|N|N
88023181|N|N|N
88023211|N|N|Y
88023406|N|N|Y
88023521|N|N|Y
88023601|N|N|N
88023770|N|N|N
88023947|N|N|Y
88023954|N|N|Y
88023970|N|N|N
88023997|N|N|N
88024021|N|N|N
88024030|N|N|N
88024160|N|N|N
88024200|N|N|N
88024224|N|N|Y
88024290|N|N|N
88024320|N|N|N
88024441|N|N|N
88024488|N|N|Y
88024530|N|N|N
88024697|N|N|Y
88024739|N|N|Y
88024821|N|N|Y
88024861|N|N|N
88024949|N|N|Y
88025007|N|N|Y
88025029|N|N|Y
88025118|N|N|Y
88025281|N|N|N
88025310|N|N|N
88025440|N|N|Y
88025450|N|N|N
88025470|N|N|Y
88025540|N|N|N
88025570|N|N|Y
88025575|N|N|N
88025701|N|N|N
88025800|N|N|N
88025856|N|N|Y
88025958|N|N|Y
88025990|N|N|N
88026083|N|N|Y
88026111|N|N|Y
88026121|N|N|N
88026139|N|N|Y
88026141|N|N|Y
88026183|N|N|Y
88026460|N|N|N
88026541|N|N|N
88026652|N|N|Y
88026800|N|N|Y
88026810|N|N|N
88026852|N|N|Y
88026900|N|N|N
88026926|N|N|Y
88026961|N|N|N
88027153|N|N|N
88027193|N|N|Y
88027220|N|N|N
88027330|N|N|N
88027381|N|N|N
88027400|N|N|Y
88027446|N|N|N
88027590|N|N|N
88027620|N|N|Y
88027669|N|N|Y
88027734|N|N|Y
88027801|N|N|N
88028030|N|N|N
88028130|N|N|Y
88028221|N|N|N
88028225|N|N|N
88028230|N|N|N
88028275|N|N|Y
88028310|N|N|N
88028338|N|N|Y
88028412|N|N|Y
88028487|N|N|N
88028621|N|N|Y
88028641|N|N|N
88028731|N|N|N
88028816|N|N|Y
88028857|N|N|Y
88028891|N|N|Y
88029061|N|N|N
88029155|N|N|Y
88029357|N|N|Y
88029429|N|N|Y
88029440|N|N|Y
88029481|N|N|N
88029540|N|N|N
88029580|N|Y|N
88029898|N|N|Y
88029900|N|N|N
88029901|N|N|N
88030120|N|N|N
88030160|N|N|N
88030300|N|N|N
88030309|N|N|N
88030319|N|N|Y
88030321|N|N|N
88030330|N|N|Y
88030439|N|N|Y
88030641|N|N|Y
88030657|N|N|N
88030741|N|N|N
88030980|N|N|Y
88031140|N|N|N
88031141|N|N|Y
88031161|N|N|N
88031321|N|N|Y
88031373|N|N|Y
88031384|N|N|Y
88031506|N|N|N
88031521|N|N|Y
88031581|N|N|N
88031669|N|N|Y
88031770|N|N|N
88031836|N|N|Y
88031887|N|N|N
88031943|N|N|Y
88031982|N|N|Y
88032001|N|N|N
88032062|N|N|Y
88032127|N|N|Y
88032421|N|N|N
88032603|N|N|Y
88032660|N|N|Y
88032680|N|N|Y
88032699|N|N|Y
88032710|N|N|N
88032760|N|N|N
88032831|N|N|Y
88032841|N|N|N
88032860|N|N|Y
88032870|N|N|Y
88032940|N|N|N
88033000|N|N|N
88033049|N|N|Y
88033105|N|N|Y
88033144|N|N|Y
88033196|N|N|Y
88033210|N|N|N
88033261|N|N|N
88033465|N|N|N
88033520|N|N|N
88033597|N|N|Y
88033613|N|N|Y
88033640|N|N|N
88033680|N|N|N
88033681|N|N|N
88033685|N|N|Y
88033870|N|N|Y
88033890|N|N|N
88033911|N|N|Y
88034010|N|N|Y
88034030|N|N|N
88034101|N|N|N
88034226|N|N|Y
88034356|N|N|Y
88034359|N|N|N
88034450|N|N|N
88034521|N|N|N
88034540|N|N|N
88034550|N|N|N
88034630|N|N|N
88034767|N|N|Y
88034873|N|N|Y
88034890|N|N|Y
88034941|N|N|N
88035000|N|N|Y
88035043|N|N|N
88035099|N|N|Y
88035190|N|N|N
88035206|N|N|Y
88035300|N|N|N
88035308|N|N|Y
88035361|N|N|N
88035380|N|N|N
88035444|N|N|Y
88035626|N|N|Y
88035781|N|N|N
88035842|N|N|Y
88035849|N|N|Y
88036020|N|N|N
88036201|N|N|N
88036290|N|N|N
88036390|N|N|Y
88036510|N|N|N
88036576|N|N|Y
88036585|N|N|Y
88036621|N|N|N
88036750|N|N|N
88036798|N|N|Y
88036843|N|N|Y
88036931|N|N|Y
88036948|N|N|Y
88037041|N|N|N
88037070|N|N|Y
88037201|N|N|Y
88037328|N|N|Y
88037461|N|N|N
88037472|N|N|N
88037478|N|N|Y
88037500|N|N|N
88037630|N|N|Y
88037740|N|N|N
88037750|N|N|N
88037881|N|N|N
88037920|N|N|N
88037960|N|N|N
88038013|N|N|Y
88038071|N|N|Y
88038111|N|N|Y
88038134|N|N|Y
88038174|N|N|Y
88038199|N|N|N
88038260|N|N|N
88038280|N|N|Y
88038301|N|N|N
88038331|N|N|Y
88038348|N|N|N
88038360|N|N|N
88038380|N|N|N
88038410|N|N|N
88038554|N|N|Y
88038595|N|N|Y
88038673|N|N|N
88038684|N|N|Y
88038721|N|N|N
88038790|N|N|N
88038814|N|N|Y
88038859|N|N|Y
88039060|N|N|N
88039095|N|N|Y
88039141|N|N|N
88039189|N|N|Y
88039557|N|N|Y
88039561|N|N|N
88039636|N|N|Y
88039669|N|N|Y
88039693|N|N|Y
88039696|N|N|Y
88039740|N|N|N
88039777|N|N|N
88039920|N|N|N
88039981|N|N|N
88039984|N|N|Y
88040050|N|N|Y
88040060|N|N|N
88040106|N|N|Y
88040136|N|N|Y
88040177|N|N|Y
88040180|N|N|N
88040300|N|N|Y
88040401|N|N|N
88040460|N|N|N
88040600|N|N|N
88040690|N|N|Y
88040693|N|N|Y
88040718|N|N|Y
88040821|N|N|N
88041015|N|N|Y
88041043|N|N|Y
88041241|N|N|N
88041259|N|N|Y
88041280|N|N|N
88041355|N|N|N
88041425|N|N|Y
88041480|N|N|N
88041660|N|N|N
88041661|N|N|N
88041662|N|N|Y
88041780|N|N|N
88041786|N|N|Y
88041800|N|N|Y
88041820|N|N|N
88041840|N|N|N
88041961|N|N|Y
88042010|N|N|N
88042081|N|N|N
88042123|N|N|Y
88042281|N|N|Y
88042341|N|N|Y
88042501|N|N|N
88042529|N|N|Y
88042580|N|N|N
88042882|N|N|Y
88042921|N|N|N
88042933|N|N|N
88043030|N|N|N
88043146|N|N|Y
88043272|N|N|Y
88043340|N|N|N
88043341|N|N|N
88043423|N|N|Y
88043761|N|N|N
88043910|N|N|N
88043964|N|N|Y
88043981|N|N|Y
88044015|N|N|Y
88044150|N|N|N
88044181|N|N|N
88044190|N|N|N
88044360|N|N|N
88044390|N|N|N
88044391|N|N|Y
88044505|N|N|Y
88044511|N|N|N
88044540|N|N|N
88044601|N|N|N
88044758|N|N|Y
88044880|N|N|Y
88044993|N|N|Y
88045021|N|N|N
88045046|N|N|Y
88045060|N|N|N
88045150|N|N|N
88045170|N|N|N
88045210|N|N|Y
88045420|N|N|N
88045441|N|N|N
88045501|N|N|Y
88045587|N|N|Y
88045740|N|N|N
88045861|N|N|N
88045994|N|N|Y
88046089|N|N|N
88046128|N|N|Y
88046190|N|N|N
88046244|N|N|Y
88046270|N|N|N
88046281|N|N|N
88046340|N|N|N
88046669|N|N|Y
88046695|N|N|Y
88046701|N|N|N
88046860|N|N|N
88046870|N|N|N
88046918|N|N|Y
88046951|N|N|Y
88046987|N|N|Y
88046990|N|N|N
88047050|N|N|N
88047110|N|N|N
88047121|N|N|N
88047150|N|N|N
88047190|N|N|N
88047210|N|N|Y
88047260|N|N|N
88047300|N|N|N
88047310|N|N|N
88047360|N|N|N
88047370|N|N|N
88047420|N|N|Y
88047450|N|N|N
88047520|N|N|Y
88047541|N|N|N
88047600|N|N|N
88047609|N|N|Y
88047667|N|N|N
88047730|N|N|Y
88047751|N|N|Y
88047961|N|N|N
88047980|N|N|N
88048070|N|N|N
88048093|N|N|Y
88048292|N|N|Y
88048324|N|N|Y
88048381|N|N|N
88048473|N|N|Y
88048477|N|N|Y
88048546|N|N|Y
88048790|N|N|N
88048801|N|N|N
88048820|N|N|N
88048821|N|N|Y
88048833|N|N|Y
88048920|N|N|Y
88048930|N|N|N
88049100|N|N|N
88049169|N|N|Y
88049216|N|N|Y
88049221|N|N|N
88049245|N|N|N
88049346|N|N|Y
88049374|N|N|Y
88049442|N|N|Y
88049563|N|N|Y
88049620|N|N|N
88049641|N|N|N
88049809|N|N|Y
88049828|N|N|N
88049830|N|N|Y
88049897|N|N|Y
88049900|N|N|N
88049915|N|N|Y
88049941|N|N|Y
88049943|N|N|Y
88049959|N|N|Y
88049983|N|N|Y
88049985|N|N|Y
88049991|N|N|Y
88050061|N|N|N
88050120|N|N|Y
88050456|N|N|Y
88050479|N|N|Y
88050481|N|N|N
88050484|N|N|Y
88050702|N|N|Y
88050823|N|N|N
88050901|N|N|N
88050997|N|N|Y
88051153|N|N|Y
88051160|N|N|Y
88051321|N|N|N
88051368|N|N|Y
88051440|N|N|Y
88051445|N|N|Y
88051538|N|N|Y
88051569|N|N|Y
88051599|N|N|Y
88051655|N|N|Y
88051710|N|N|Y
88051741|N|N|N
88051910|N|N|N
88051926|N|N|Y
88051949|N|N|Y
88051996|N|N|N
88052020|N|N|N
88052030|N|N|N
88052079|N|N|Y
88052080|N|N|N
88052101|N|N|Y
88052112|N|N|Y
88052161|N|N|N
88052188|N|N|Y
88052330|N|N|N
88052400|N|N|Y
88052401|N|N|N
88052510|N|N|N
88052581|N|N|N
88052620|N|N|Y
88052710|N|N|N
88052750|N|N|N
88052780|N|N|N
88052905|N|N|Y
88052931|N|N|Y
88052973|N|N|Y
88053001|N|N|N
88053016|N|N|Y
88053161|N|N|Y
88053260|N|N|N
88053421|N|N|N
88053640|N|N|N
88053656|N|N|Y
88053674|N|N|Y
88053702|N|N|Y
88053710|N|N|N
88053750|N|N|Y
88053760|N|N|N
88053802|N|N|Y
88053841|N|N|N
88053870|N|N|N
88053948|N|N|N
88053979|N|N|N
88054000|N|N|N
88054080|N|N|N
88054130|N|N|N
88054243|N|N|Y
88054261|N|N|N
88054417|N|N|Y
88054681|N|N|N
88054740|N|N|N
88054784|N|N|Y
88054986|N|N|Y
88055101|N|N|N
88055109|N|N|Y
88055160|N|N|Y
88055280|N|N|N
88055325|N|N|Y
88055350|N|N|Y
88055397|N|N|Y
88055510|N|N|N
88055521|N|N|N
88055557|N|N|N
88055770|N|N|N
88055780|N|N|Y
88055866|N|N|Y
88055903|N|N|Y
88055941|N|N|N
88055981|N|N|Y
88055985|N|N|Y
88056220|N|N|Y
88056290|N|N|N
88056361|N|N|N
88056407|N|N|Y
88056646|N|N|Y
88056781|N|N|N
88056920|N|N|N
88056948|N|N|Y
88057100|N|N|Y
88057135|N|N|N
88057201|N|N|N
88057230|N|N|N
88057310|N|N|N
88057320|N|N|N
88057389|N|N|Y
88057391|N|N|Y
88057489|N|N|N
88057621|N|N|N
88057920|N|N|N
88057940|N|N|N
88058030|N|N|Y
88058041|N|N|N
88058115|N|N|N
88058132|N|N|Y
88058209|N|N|Y
88058290|N|N|N
88058317|N|N|Y
88058461|N|N|N
88058571|N|N|Y
88058713|N|N|N
88058720|N|N|N
88058770|N|N|N
88058875|N|N|Y
88058881|N|N|N
88058922|N|N|Y
88058955|N|N|Y
88059050|N|N|Y
88059064|N|N|Y
88059112|N|N|Y
88059184|N|N|Y
88059301|N|N|N
88059379|N|N|Y
88059430|N|N|N
88059520|N|N|N
88059541|N|N|Y
88059590|N|N|N
88059618|N|N|Y
88059653|N|N|Y
88059673|N|N|Y
88059721|N|N|N
88059750|N|N|Y
88059846|N|N|Y
88059878|N|N|N
88059890|N|N|N
88059891|N|N|Y
88059900|N|N|N
88059910|N|N|Y
88060141|N|N|N
88060179|N|N|Y
88060194|N|N|Y
88060290|N|N|Y
88060291|N|N|N
88060356|N|N|Y
88060361|N|N|Y
88060440|N|N|N
88060561|N|N|N
88060680|N|N|N
88060735|N|N|Y
88060740|N|N|N
88060810|N|N|N
88060870|N|N|N
88060909|N|N|Y
88060916|N|N|Y
88060930|N|N|N
88060981|N|N|N
88060990|N|N|Y
88061080|N|N|N
88061104|N|N|Y
88061155|N|N|Y
88061235|N|N|Y
88061240|N|N|N
88061276|N|N|Y
88061330|N|N|N
88061351|N|N|Y
88061401|N|N|N
88061648|N|N|Y
88061660|N|N|Y
88061730|N|N|Y
88061817|N|N|Y
88061821|N|N|N
88061823|N|N|N
88061847|N|N|Y
88061869|N|N|N
88061880|N|N|Y
88061950|N|N|Y
88061969|N|N|Y
88061986|N|N|Y
88061989|N|N|N
88062009|N|N|Y
88062040|N|N|N
88062093|N|N|Y
88062241|N|N|N
88062358|N|N|Y
88062380|N|N|N
88062590|N|N|Y
88062661|N|N|N
88062720|N|N|N
88062818|N|N|Y
88062833|N|N|Y
88062851|N|N|Y
88062899|N|N|Y
88062900|N|N|N
88063081|N|N|N
88063140|N|N|N
88063333|N|N|Y
88063440|N|Y|N
88063447|N|N|N
88063460|N|N|N
88063492|N|N|N
88063501|N|N|N
88063550|N|N|N
88063780|N|N|N
88063800|N|N|N
88063921|N|N|N
88063981|N|N|Y
88064076|N|N|Y
88064212|N|N|Y
88064270|N|N|N
88064341|N|N|N
88064490|N|N|N
88064520|N|N|N
88064522|N|N|Y
88064761|N|N|N
88064810|N|N|N
88064819|N|N|Y
88064979|N|N|Y
88065025|N|N|N
88065063|N|N|Y
88065120|N|N|N
88065181|N|N|N
88065192|N|N|Y
88065490|N|N|Y
88065562|N|N|Y
88065601|N|N|N
88065604|N|N|Y
88065650|N|N|N
88065660|N|N|Y
88065794|N|N|Y
88065909|N|N|Y
88065940|N|N|N
88065950|N|N|N
88065979|N|N|Y
88066021|N|N|N
88066141|N|N|Y
88066145|N|N|Y
88066202|N|N|Y
88066305|N|N|Y
88066341|N|N|Y
88066441|N|N|N
88066510|N|N|N
88066525|N|N|Y
88066603|N|N|N
88066660|N|N|Y
88066682|N|N|Y
88066686|N|N|Y
88066861|N|N|N
88066958|N|N|Y
88067048|N|N|Y
88067148|N|N|Y
88067160|N|N|N
88067168|N|N|Y
88067227|N|N|Y
88067238|N|N|Y
88067281|N|N|N
88067370|N|N|N
88067415|N|N|Y
88067500|N|N|Y
88067700|N|N|N
88067701|N|N|N
88067768|N|N|Y
88067791|N|N|Y
88067850|N|N|N
88067901|N|N|N
88067980|N|N|N
88068121|N|N|N
88068181|N|N|N
88068195|N|N|Y
88068210|N|N|Y
88068230|N|N|N
88068309|N|N|Y
88068310|N|N|Y
88068451|N|N|Y
88068530|N|N|N
88068534|N|N|Y
88068541|N|N|N
88068590|N|N|N
88068640|N|N|N
88068850|N|N|Y
88068961|N|N|N
88069020|N|N|N
88069115|N|N|Y
88069175|N|N|Y
88069228|N|N|Y
88069250|N|N|N
88069265|N|N|Y
88069277|N|N|Y
88069381|N|N|N
88069391|N|N|Y
88069636|N|N|Y
88069730|N|N|N
88069759|N|N|N
88069801|N|N|N
88069809|N|N|Y
88069932|N|N|Y
88069994|N|N|Y
88070020|N|N|Y
88070050|N|N|N
88070100|N|N|N
88070130|N|N|Y
88070220|N|N|N
88070221|N|N|N
88070350|N|N|N
88070465|N|N|Y
88070473|N|N|Y
88070641|N|N|N
88070763|N|N|Y
88070830|N|N|N
88070890|N|N|N
88070910|N|N|Y
88070965|N|N|Y
88071014|N|N|Y
88071020|N|N|N
88071061|N|N|N
88071129|N|N|Y
88071160|N|N|N
88071170|N|N|N
88071236|N|N|Y
88071337|N|N|N
88071351|N|N|Y
88071481|N|N|N
88071506|N|N|Y
88071555|N|N|N
88071580|N|N|N
88071641|N|N|Y
88071738|N|N|Y
88071820|N|N|N
88071901|N|N|N
88071933|N|N|N
88071936|N|N|Y
88071941|N|N|Y
88071957|N|N|Y
88071979|N|N|Y
88072096|N|N|Y
88072131|N|N|Y
88072138|N|N|Y
88072249|N|N|Y
88072300|N|N|N
88072321|N|N|N
88072637|N|N|Y
88072741|N|N|N
88072915|N|N|N
88072992|N|N|Y
88073060|N|N|N
88073161|N|N|N
88073178|N|N|Y
88073230|N|N|N
88073280|N|N|N
88073400|N|N|N
88073450|N|N|Y
88073581|N|N|N
88073630|N|N|N
88073650|N|N|N
88073719|N|N|Y
88073735|N|N|Y
88073917|N|N|Y
88074001|N|N|N
88074160|N|N|N
88074240|N|N|Y
